P_CODE,AREA,PERIMETER,DIST_ID,SURVEY_NAM,VDC_ID,DISTRICT,VDC_NAME,VDC_CODE,ZONE_NAME,REGION,HHs2011,POP_2011,Male2011,Female2011,POPDEN_2011
C-BAG-23-001,23272811.27,26698.88159,23,ATTARPUR,1,Sindhupalchok,Atarpur,230001,Bagmati,Central,464,2182,1034,1148,93.76
C-BAG-23-002,20085611.11,22560.16223,23,BANDEGAUN,2,Sindhupalchok,Badegau,230002,Bagmati,Central,1160,5353,2534,2819,266.51
C-BAG-23-003,14874055.65,17567.63481,23,BANSBARI,3,Sindhupalchok,Bansbari,230003,Bagmati,Central,1102,5056,2395,2661,339.93
C-BAG-23-004,14974666.14,16157.74884,23,BANSKHARKA,4,Sindhupalchok,Banskharka,230004,Bagmati,Central,588,2259,1170,1089,150.85
C-BAG-23-005,18416527.24,19547.22572,23,BARAMCHI,5,Sindhupalchok,Baramchi,230005,Bagmati,Central,705,3248,1610,1638,176.37
C-BAG-23-006,10486032.88,16667.30304,23,BARHABISE,6,Sindhupalchok,Bahrabise,230006,Bagmati,Central,1683,7117,3519,3598,678.71
C-BAG-23-007,137133070.9,80098.62703,23,BARUWA,7,Sindhupalchok,Baruwa,230007,Bagmati,Central,487,1831,932,899,13.35
C-BAG-23-008,22144605.05,23270.91232,23,BATASE,8,Sindhupalchok,Batase,230008,Bagmati,Central,1152,4882,2273,2609,220.46
C-BAG-23-009,10866440.25,15291.9248,23,BHIMTAR,9,Sindhupalchok,Bhimtar,230009,Bagmati,Central,892,4526,2084,2442,416.52
C-BAG-23-010,14628895.5,21797.68603,23,BHOTSIPA,10,Sindhupalchok,Bhotasipa,230010,Bagmati,Central,994,4618,2084,2534,315.67
C-BAG-23-011,21122838.68,23505.46051,23,BHOTECHAUR,11,Sindhupalchok,Bhotechaur,230011,Bagmati,Central,792,3551,1783,1768,168.11
C-BAG-23-012,16119475.59,20722.24663,23,BHOTE NAMLANG,12,Sindhupalchok,BhoteNamlang,230012,Bagmati,Central,1074,4752,2266,2486,294.08
C-BAG-23-013,25902702.87,28688.17305,23,CHOKATI,13,Sindhupalchok,Choukati,230013,Bagmati,Central,627,2497,1163,1334,96.4
C-BAG-23-014,8630059.81,15638.44753,23,CHAUTARA,14,Sindhupalchok,Choutara,230014,Bagmati,Central,1618,5952,2907,3045,689.71
C-BAG-23-015,36376956.93,32618.46237,23,DHUMTHANG,15,Sindhupalchok,Dhumthang,230015,Bagmati,Central,851,3780,1798,1982,103.91
C-BAG-23-016,20376757.32,21487.29973,23,DUBACHAUR,16,Sindhupalchok,Dubachour,230016,Bagmati,Central,1375,5713,2773,2940,280.37
C-BAG-23-017,11870387.19,18815.24163,23,PHATAKSILA,17,Sindhupalchok,Fatakshila,230017,Bagmati,Central,894,4286,2138,2148,361.07
C-BAG-23-018,18758489.38,18898.03554,23,PULCHODANDA,18,Sindhupalchok,Fulpingdandagau,230018,Bagmati,Central,1054,4802,2305,2497,255.99
C-BAG-23-019,85357443.82,42888.15155,23,PHULPINGKATTI,19,Sindhupalchok,Fulpingkatti,230019,Bagmati,Central,783,3297,1704,1593,38.63
C-BAG-23-020,20318343.27,23527.13156,23,PHULPINGKOT,20,Sindhupalchok,Fulpingkot,230020,Bagmati,Central,904,3815,1771,2044,187.76
C-BAG-23-021,19250494.35,21684.08678,23,GATI,21,Sindhupalchok,Gati,230021,Bagmati,Central,874,4026,2001,2025,209.14
C-BAG-23-022,28967735.92,24440.90618,23,GHORTHALI,22,Sindhupalchok,Ghorthali,230022,Bagmati,Central,465,1897,950,947,65.49
C-BAG-23-023,16152775.67,19587.55647,23,DHUSKUN,23,Sindhupalchok,Ghuskun,230023,Bagmati,Central,759,2926,1336,1590,181.15
C-BAG-23-024,191189359.5,101329.5603,23,GOLCHE,24,Sindhupalchok,Gloche,230024,Bagmati,Central,731,3611,1817,1794,18.82
C-BAG-23-025,313389147.6,91879.6426,23,GUMBA,25,Sindhupalchok,Gumba,230025,Bagmati,Central,674,3431,1727,1704,10.91
C-BAG-23-026,24243258.72,21930.5224,23,GUNSAKOT,26,Sindhupalchok,Gunsakot,230026,Bagmati,Central,449,1902,1000,902,78.45
C-BAG-23-027,32612760.25,28267.03192,23,HAGAM,27,Sindhupalchok,Hagam,230027,Bagmati,Central,818,3847,1874,1973,117.96
C-BAG-23-028,14526615.02,19674.42742,23,HAIBUNG,28,Sindhupalchok,Haibung,230028,Bagmati,Central,576,2484,1174,1310,170.95
C-BAG-23-029,185977675.4,72717.40728,23,HELAMBU,29,Sindhupalchok,Helumbu,230029,Bagmati,Central,656,2564,1258,1306,13.77
C-BAG-23-030,37133956.53,28458.43992,23,ICHOK,30,Sindhupalchok,Ichok,230030,Bagmati,Central,1270,5387,2630,2757,144.82
C-BAG-23-031,12440234.72,20928.73196,23,IRKHU,31,Sindhupalchok,Irkhu,230031,Bagmati,Central,751,3443,1555,1888,276.77
C-BAG-23-032,7087914.979,12261.46097,23,JALBIRE,32,Sindhupalchok,Jalbire,230032,Bagmati,Central,611,2540,1228,1312,358.35
C-BAG-23-033,10420153.43,19149.28725,23,JETHAL,33,Sindhupalchok,Jethal,230033,Bagmati,Central,620,2553,1223,1330,245
C-BAG-23-034,19664430.02,20842.24864,23,JYAMIRE,34,Sindhupalchok,Jyamire,230034,Bagmati,Central,1199,5553,2670,2883,282.39
C-BAG-23-035,13862683.8,17328.72702,23,KADAMBAS,35,Sindhupalchok,Kadambas,230035,Bagmati,Central,834,3372,1472,1900,243.24
C-BAG-23-036,11158915.42,18927.21698,23,KALIKA,36,Sindhupalchok,Kalika,230036,Bagmati,Central,545,2251,979,1272,201.72
C-BAG-23-037,26101366.45,25555.10058,23,KARTHALI,37,Sindhupalchok,Karthali,230037,Bagmati,Central,836,3347,1608,1739,128.23
C-BAG-23-038,26091817.98,25691.62899,23,KIUAL,38,Sindhupalchok,Kiwool,230038,Bagmati,Central,764,2950,1444,1506,113.06
C-BAG-23-039,7930891.041,13673.77227,23,KUBHINDE,39,Sindhupalchok,Kubhinde,230039,Bagmati,Central,693,3009,1447,1562,379.39
C-BAG-23-040,14058364.78,18528.29009,23,KUNCHOK,40,Sindhupalchok,Kunchok,230040,Bagmati,Central,927,3967,1829,2138,282.18
C-BAG-23-041,16675222.28,19025.28163,23,LAGARCHE,41,Sindhupalchok,Langarche,230041,Bagmati,Central,592,2590,1252,1338,155.32
C-BAG-23-042,33464228.38,28335.49965,23,LISANKHU,42,Sindhupalchok,Lisankhu,230042,Bagmati,Central,938,3774,1753,2021,112.78
C-BAG-23-043,50492664.32,35811.61672,23,LISTIKOT,43,Sindhupalchok,Listikot,230043,Bagmati,Central,949,3305,1555,1750,65.46
C-BAG-23-044,28280078.51,24376.60149,23,MAHANKAL,44,Sindhupalchok,Mahankal,230044,Bagmati,Central,1024,4843,2280,2563,170.94
C-BAG-23-045,19262343.48,18447.07156,23,MANESWARA,45,Sindhupalchok,Maneswor,230045,Bagmati,Central,789,3393,1577,1816,176.15
C-BAG-23-046,15457541.61,20233.10122,23,MANGKHA,46,Sindhupalchok,Mankha,230046,Bagmati,Central,1860,7752,3698,4054,501.51
C-BAG-23-047,49061695.49,34951.90905,23,MARMING,47,Sindhupalchok,Marming,230047,Bagmati,Central,718,3255,1660,1595,66.34
C-BAG-23-048,10355047.96,15753.56711,23,MELAMCHI,48,Sindhupalchok,Melamchi,230048,Bagmati,Central,1179,5230,2531,2699,505.06
C-BAG-23-049,187114972.5,69265.03405,23,BHOTANG,49,Sindhupalchok,Motang,230049,Bagmati,Central,624,2582,1431,1151,13.83
C-BAG-23-050,16670610.03,19778.53931,23,NAWALPUR,50,Sindhupalchok,Nawalpur,230050,Bagmati,Central,797,3471,1646,1825,208.21
C-BAG-23-051,9615973.095,18555.43203,23,PANGRETAR,51,Sindhupalchok,Pagretar,230051,Bagmati,Central,762,2952,1428,1524,306.98
C-BAG-23-052,9798095.143,15339.1219,23,PALCHOK,52,Sindhupalchok,Palchok,230052,Bagmati,Central,489,1927,952,975,196.67
C-BAG-23-053,16173779.46,17517.44409,23,PANGTANG,53,Sindhupalchok,Pangtang,230053,Bagmati,Central,487,2481,1255,1226,153.4
C-BAG-23-054,5249719.97,11671.14772,23,PEDKU,54,Sindhupalchok,Petaku,230054,Bagmati,Central,391,1600,737,863,304.77
C-BAG-23-055,13405395.93,19556.81434,23,PIPALDANDA,55,Sindhupalchok,Pipaldanda,230055,Bagmati,Central,787,3371,1498,1873,251.47
C-BAG-23-056,12578022.13,16522.61966,23,PISKAR,56,Sindhupalchok,Piskar,230056,Bagmati,Central,538,2286,1115,1171,181.75
C-BAG-23-057,11345196.82,18593.90271,23,RAMCHE,57,Sindhupalchok,Ramche,230057,Bagmati,Central,999,4092,2028,2064,360.69
C-BAG-23-058,30546252.44,30274.80693,23,SANGACHOK,58,Sindhupalchok,Sangachok,230058,Bagmati,Central,2128,9577,4311,5266,313.53
C-BAG-23-059,11050560.16,17960.04669,23,SANUSIRUBARI,59,Sindhupalchok,Sanusiruwari,230059,Bagmati,Central,779,3274,1462,1812,296.28
C-BAG-23-060,22933264.26,23969.63371,23,SELANG,60,Sindhupalchok,Selang,230060,Bagmati,Central,526,2613,1298,1315,113.94
C-BAG-23-061,8936590.956,13811.32027,23,SHIKHARPUR,61,Sindhupalchok,Sikharpur,230061,Bagmati,Central,583,2564,1242,1322,286.9
C-BAG-23-062,12018628.14,17866.62182,23,SINDHUKOT,62,Sindhupalchok,Sindhukot,230062,Bagmati,Central,681,3125,1490,1635,260.01
C-BAG-23-063,10439993.16,16549.25345,23,SIPAPOKHARI,63,Sindhupalchok,SipalKavre,230063,Bagmati,Central,833,3805,1787,2018,364.47
C-BAG-23-064,18365242.72,22193.25106,23,SIMPALKABHRE,64,Sindhupalchok,SipaPokhare,230064,Bagmati,Central,608,2777,1412,1365,151.21
C-BAG-23-065,13351349.92,14895.74817,23,SUNKHANI,65,Sindhupalchok,Sunkhani,230065,Bagmati,Central,626,2520,1164,1356,188.75
C-BAG-23-066,22911022.94,24326.55867,23,SYAULE,66,Sindhupalchok,SyauleBazar,230066,Bagmati,Central,833,3630,1715,1915,158.44
C-BAG-23-067,12706623.72,15253.53371,23,TALAMARANG,67,Sindhupalchok,Talramarang,230067,Bagmati,Central,716,3141,1487,1654,247.19
C-BAG-23-068,92882051.56,49564.09124,23,TATOPANI,68,Sindhupalchok,Tatopani,230068,Bagmati,Central,1733,6774,3512,3262,72.52
C-BAG-23-069,18115780.55,24360.4757,23,TAUTHALI,69,Sindhupalchok,Tauthali,230069,Bagmati,Central,776,2762,1255,1507,152.46
C-BAG-23-070,4560379.71,10191.11669,23,TEKANPUR,70,Sindhupalchok,Tekanpur,230070,Bagmati,Central,422,1609,769,840,352.81
C-BAG-23-071,19100102.34,24921.98669,23,THAKANI,71,Sindhupalchok,Thakani,230071,Bagmati,Central,718,3439,1563,1876,179.73
C-BAG-23-072,13771896.71,19983.9264,23,THAPALCHHAP (DHUYANG),72,Sindhupalchok,ThampalChhap,230072,Bagmati,Central,822,3510,1763,1747,254.87
C-BAG-23-073,21800891.19,28073.28703,23,THANPALKOT,73,Sindhupalchok,Thanpalkot,230073,Bagmati,Central,653,2635,1274,1361,120.86
C-BAG-23-074,17420752.85,23364.05585,23,THOKARPA,74,Sindhupalchok,Thokarpa,230074,Bagmati,Central,1036,4373,1992,2381,251.02
C-BAG-23-075,11609707.79,17689.02533,23,THULODHADING,75,Sindhupalchok,ThuloDhading,230075,Bagmati,Central,509,2115,1012,1103,182.18
C-BAG-23-076,14608223.51,21249.01064,23,THULOPAKHAR,76,Sindhupalchok,ThuloPakhar,230076,Bagmati,Central,758,2909,1342,1567,199.14
C-BAG-23-077,22330797.03,21202.95302,23,THULOSIRUBARI,77,Sindhupalchok,ThuloSirubari,230077,Bagmati,Central,1331,5987,2632,3355,268.1
C-BAG-23-078,13441773.31,20813.58054,23,THUMPAKHAR,78,Sindhupalchok,ThumPakhar,230078,Bagmati,Central,997,3643,1600,2043,271.02
C-BAG-23-079,7866537.302,12959.2127,23,YAMUNADANDA,79,Sindhupalchok,Yamunadanda,230079,Bagmati,Central,393,1507,720,787,191.56
C-BAG-24-001,24693733.84,26114.97129,24,ANEKOT,1,Kavrepalanchok,Anekot,240001,Bagmati,Central,1493,7100,3396,3704,287.52
C-BAG-24-002,9526183.601,15074.49251,24,BALTHALI,2,Kavrepalanchok,Baldthali,240002,Bagmati,Central,660,2695,1205,1490,282.92
C-BAG-24-003,13192522.4,22557.22303,24,WALTING,3,Kavrepalanchok,Balting,240003,Bagmati,Central,504,2590,1224,1366,196.32
C-BAG-24-004,20396497.41,22471.92906,24,NALDUNG BALUWAPATI,4,Kavrepalanchok,BaluwapatiDeupur,240004,Bagmati,Central,1292,6023,2943,3080,295.3
C-BAG-24-005,36846729.51,36427.82904,24,BANAKHU,5,Kavrepalanchok,BanakhuChor,240005,Bagmati,Central,709,4554,2256,2298,123.59
C-BAG-24-006,6044836.504,12032.61001,24,BANEPA MUNICIPALITY,6,Kavrepalanchok,BanepaN. P.,240006,Bagmati,Central,5540,24764,12325,12439,4455.93
C-BAG-24-007,5921057.599,11122.49616,24,BEKHSIMLE,7,Kavrepalanchok,Bekhsimle,240007,Bagmati,Central,256,1161,543,618,196.08
C-BAG-24-008,34487569.16,28603.94864,24,BHIMKHORI,8,Kavrepalanchok,Bhimkhori,240008,Bagmati,Central,1066,5524,2544,2980,160.17
C-BAG-24-009,8017494.737,25125.71374,24,BHUMLUTAR,9,Kavrepalanchok,Bhumlutar,240009,Bagmati,Central,529,1885,864,1021,235.11
C-BAG-24-010,12127356.46,17930.92308,24,BIRTA DEURALI,10,Kavrepalanchok,Birtadeurali,240010,Bagmati,Central,530,2272,1007,1265,187.35
C-BAG-24-011,27632860.61,36493.74011,24,BOLDE FEDICHE,11,Kavrepalanchok,BoldeFediche,240011,Bagmati,Central,470,2041,916,1125,73.88
C-BAG-24-012,39833989.36,28581.49221,24,BUDHAKHANI,12,Kavrepalanchok,Budhakhani,240012,Bagmati,Central,662,3941,1894,2047,98.94
C-BAG-24-013,10562649.21,15175.32799,24,CHALAL GANESHTHAN,13,Kavrepalanchok,ChalalGaneshsthan,240013,Bagmati,Central,864,3973,1785,2188,315.12
C-BAG-24-014,9516838.523,14766.51544,24,CHANDENI MANDAN,14,Kavrepalanchok,ChandeniMandan,240014,Bagmati,Central,782,3265,1500,1765,343.08
C-BAG-24-015,13169132.17,17612.85823,24,CHAUBAS,15,Kavrepalanchok,Chaubas,240015,Bagmati,Central,487,2068,943,1125,157.04
C-BAG-24-016,25281376.89,28135.48769,24,CHYAMRANGBESI,16,Kavrepalanchok,Chyamrangbesi,240016,Bagmati,Central,304,1629,816,813,63.42
C-BAG-24-017,11317575.05,23508.50872,24,CHYASING KHARKA,17,Kavrepalanchok,ChyasingKharka,240017,Bagmati,Central,611,2789,1285,1504,290.62
C-BAG-24-018,4765611.054,11219.9127,24,DANDAGAUN,18,Kavrepalanchok,Dandagaun,240018,Bagmati,Central,484,3104,1494,1610,648.86
C-BAG-24-019,8525176.488,18194.88902,24,DAPCHA CHATRAIBHANJHA,19,Kavrepalanchok,DapchaChatraibhanjha,240019,Bagmati,Central,632,2766,1281,1485,324.45
C-BAG-24-020,8642311.227,16756.90407,24,DARAUNE POKHARI,20,Kavrepalanchok,DaraunePokhari,240020,Bagmati,Central,645,2684,1207,1477,310.56
C-BAG-24-021,17809378.93,21841.36291,24,DEUBHUMI BALUWA,21,Kavrepalanchok,DeuvumiBaluwa,240021,Bagmati,Central,1578,7138,3329,3809,400.8
C-BAG-24-022,10057229.23,18525.69072,24,DEVITAR,22,Kavrepalanchok,Devitar,240022,Bagmati,Central,572,2652,1209,1443,263.69
C-BAG-24-023,12079202,15821.25949,24,DHULIKHEL MUNICIPALITY,23,Kavrepalanchok,DhulikhelN. P.,240023,Bagmati,Central,3279,14283,7122,7161,1182.44
C-BAG-24-024,27844458.6,25739.2453,24,DHUNGKHARKA,24,Kavrepalanchok,Dhunkharka,240024,Bagmati,Central,1035,4916,2260,2656,169
C-BAG-24-025,8152857.328,12288.53341,24,DHUSENI SIWALAYA,25,Kavrepalanchok,DhuseniSiwalaya,240025,Bagmati,Central,366,1716,776,940,210.48
C-BAG-24-026,7406959.745,18935.55489,24,DOLALGHAT,26,Kavrepalanchok,Dolalghat,240026,Bagmati,Central,467,2126,1063,1063,287.03
C-BAG-24-027,8624365.652,13051.54854,24,FALATE BHUMLU,27,Kavrepalanchok,FalateBhumlu,240027,Bagmati,Central,303,1185,526,659,137.4
C-BAG-24-028,47734471.6,31773.90359,24,FALAMETAR,28,Kavrepalanchok,Falametar,240028,Bagmati,Central,668,4234,2130,2104,84.14
C-BAG-24-029,33112782.6,29791.80857,24,FOKSINGTAR,29,Kavrepalanchok,Foksingtar,240029,Bagmati,Central,376,2339,1104,1235,70.64
C-BAG-24-030,7795162.064,13783.2344,24,GAIRI BISAUNA DEUPUR,30,Kavrepalanchok,GairiBisouna Deupur,240030,Bagmati,Central,1203,5374,2497,2877,689.41
C-BAG-24-031,25392709.66,27732.26204,24,GHARTICHHAP,31,Kavrepalanchok,Ghartichhap,240031,Bagmati,Central,411,2612,1264,1348,102.86
C-BAG-24-032,50814844.52,46195.73818,24,GOKULE,32,Kavrepalanchok,Gokule,240032,Bagmati,Central,752,4837,2423,2414,95.19
C-BAG-24-033,13253684.29,23060.13059,24,GOTHPANI,33,Kavrepalanchok,Gothpani,240033,Bagmati,Central,518,2292,1071,1221,172.93
C-BAG-24-034,14309106.54,19561.34456,24,HOKSE BAZAR,34,Kavrepalanchok,HokseBazar,240034,Bagmati,Central,970,4613,2227,2386,370.56
C-BAG-24-035,8248081.369,12759.83054,24,JAISITHOK MANDAN,35,Kavrepalanchok,JaisithokMandan,240035,Bagmati,Central,667,2965,1358,1607,359.48
C-BAG-24-036,16260869.12,20859.70051,24,JYAMDI MANDAN,36,Kavrepalanchok,JyamdiMandan,240036,Bagmati,Central,1090,4878,2309,2569,299.98
C-BAG-24-037,25761857.53,32549.62276,24,KOLANTI BHUMEDANDA,37,Kavrepalanchok,Kalati Bhumidanda,240037,Bagmati,Central,766,3638,1694,1944,140.18
C-BAG-24-038,18757129.8,20434.9585,24,KANPUR KALAPANI,38,Kavrepalanchok,KanpurKalapani,240038,Bagmati,Central,922,4376,2051,2325,233.29
C-BAG-24-039,12810616.72,18549.35461,24,KARTIKE DEURALI,39,Kavrepalanchok,KartikeDeurali,240039,Bagmati,Central,675,3061,1445,1616,239.29
C-BAG-24-040,8487482.259,15832.45024,24,KATUNJE BESI,40,Kavrepalanchok,KatunjeBesi,240040,Bagmati,Central,497,2399,1162,1237,282.68
C-BAG-24-041,9446312.937,17226.62009,24,KABHRE NITTYA CHANDESHWARI,41,Kavrepalanchok,KavreNitya Chandeswor,240041,Bagmati,Central,1042,4927,2282,2645,521.58
C-BAG-24-042,15328192.81,23917.62142,24,KHARE PANGU,42,Kavrepalanchok,KhaharePangu,240042,Bagmati,Central,559,2394,1112,1282,156.19
C-BAG-24-043,12816697.22,20271.37681,24,KHANALTHOK,43,Kavrepalanchok,Khanalthok,240043,Bagmati,Central,1082,4707,2194,2513,367.26
C-BAG-24-044,8195030.728,12525.4165,24,KHARELTHOK,44,Kavrepalanchok,Kharelthok,240044,Bagmati,Central,626,2389,1070,1319,291.51
C-BAG-24-045,9188378.398,22066.57262,24,KHARPACHOK,45,Kavrepalanchok,Kharpachok,240045,Bagmati,Central,335,1676,789,887,182.4
C-BAG-24-046,7154135.024,14010.94253,24,KOLANTI,46,Kavrepalanchok,KolatiBhumlu,240046,Bagmati,Central,316,1322,598,724,184.79
C-BAG-24-047,8637655.531,14750.39566,24,KOSHIDEKHA,47,Kavrepalanchok,Koshidekha,240047,Bagmati,Central,461,1761,781,980,203.88
C-BAG-24-048,9942945.2,20118.53095,24,KURUWAS CHAPAKHORI,48,Kavrepalanchok,KuruwasChapakhori,240048,Bagmati,Central,584,2753,1346,1407,276.89
C-BAG-24-049,23175816.12,30479.14334,24,KUSHADEVI,49,Kavrepalanchok,Kushadevi,240049,Bagmati,Central,1549,7114,3264,3850,306.63
C-BAG-24-050,26775447.24,23808.87598,24,MACHCHHEGAUN,50,Kavrepalanchok,Machchhegaun,240050,Bagmati,Central,1263,6110,2767,3343,228.19
C-BAG-24-051,8616937.57,15045.77791,24,MADAN KUNDARI,51,Kavrepalanchok,MadanKundari,240051,Bagmati,Central,478,1897,825,1072,220.14
C-BAG-24-052,22125901.69,21485.66993,24,MAHADEVSTHAN,52,Kavrepalanchok,Mahadevsthan,240052,Bagmati,Central,1873,8166,3890,4276,369.07
C-BAG-24-053,15491586.75,24699.22769,24,MAHADEVTAR,53,Kavrepalanchok,Mahadevtar,240053,Bagmati,Central,381,2083,1000,1083,134.46
C-BAG-24-054,24025130.6,26789.45229,24,BHUGDEU MAHANKAL,54,Kavrepalanchok,MahankalChaur,240054,Bagmati,Central,787,3470,1533,1937,144.43
C-BAG-24-055,5554780.965,10727.17626,24,MAHENDRAJYOTI BANSDOL,55,Kavrepalanchok,MahendraJyoti,240055,Bagmati,Central,661,3409,1660,1749,620.22
C-BAG-24-056,10947537.74,16768.22813,24,MAJHIPHEDA,56,Kavrepalanchok,MajhiFeda,240056,Bagmati,Central,627,2669,1225,1444,243.8
C-BAG-24-057,19748972.45,29151.17115,24,MANGALTAR,57,Kavrepalanchok,Mangaltar,240057,Bagmati,Central,786,3737,1757,1980,189.22
C-BAG-24-058,14985168.01,19612.13726,24,MATHURAPATI FULBARI,58,Kavrepalanchok,MathurapatiFulbari,240058,Bagmati,Central,973,4458,2079,2379,297.5
C-BAG-24-059,21402381.77,23146.84695,24,METHINKOT,59,Kavrepalanchok,Methinkot,240059,Bagmati,Central,1055,4721,2125,2596,220.58
C-BAG-24-060,24300162.85,28268.0006,24,MILCHE,60,Kavrepalanchok,Milche,240060,Bagmati,Central,447,2693,1366,1327,119.53
C-BAG-24-061,11896741.57,14784.86529,24,NANGRE GAGARCHE,61,Kavrepalanchok,NagreGagarche,240061,Bagmati,Central,479,2237,1039,1198,188.03
C-BAG-24-062,10547686.62,17010.91307,24,NALA(UGRACHANDI),62,Kavrepalanchok,Nala(Ugrachandi),240062,Bagmati,Central,1444,7198,3550,3648,682.42
C-BAG-24-063,9166205.795,15963.23372,24,NASIKASTHAN SANGA,63,Kavrepalanchok,NasikasthanSangha,240063,Bagmati,Central,1305,6121,2935,3186,666.7
C-BAG-24-064,12782672.52,20472.99768,24,NAYAGAUN DEUPUR,64,Kavrepalanchok,NayagaunDeupur,240064,Bagmati,Central,951,4417,1984,2433,345.54
C-BAG-24-065,31565723.96,35145.60554,24,PANAUTI MUNICIPALITY,65,Kavrepalanchok,PanautiN. P.,240065,Bagmati,Central,5943,27358,13091,14267,861.95
C-BAG-24-066,19143458.59,27515.26437,24,PANCHKHAL,66,Kavrepalanchok,Panchkhal,240066,Bagmati,Central,2766,12339,5897,6442,644.55
C-BAG-24-067,10118289.57,17225.35537,24,PATALEKHET,67,Kavrepalanchok,Patalekhet,240067,Bagmati,Central,806,4009,1946,2063,396.21
C-BAG-24-068,7351295.808,11898.99541,24,CHAURI POKHARI,68,Kavrepalanchok,PokhariChauri,240068,Bagmati,Central,648,3176,1344,1832,432.02
C-BAG-24-069,16638408.28,19106.84244,24,POKHARI NARAYANSTHAN,69,Kavrepalanchok,PokhariNarayansthan,240069,Bagmati,Central,647,2945,1379,1566,177
C-BAG-24-070,5078547.212,11763.13775,24,PURANOGAUN,70,Kavrepalanchok,PuranogaunDapcha,240070,Bagmati,Central,443,1988,917,1071,391.44
C-BAG-24-071,10319696.04,17620.04702,24,RABI OPI,71,Kavrepalanchok,RaviOpi,240071,Bagmati,Central,923,4315,2014,2301,418.14
C-BAG-24-072,29644336.95,26681.97047,24,RYALE (BEBAR),72,Kavrepalanchok,Rayalebhir,240072,Bagmati,Central,977,4302,1855,2447,174.26
C-BAG-24-073,17438106.89,26052.25115,24,SALDHARA,73,Kavrepalanchok,Saldhara,240073,Bagmati,Central,461,2646,1245,1401,133.95
C-BAG-24-074,6052598.694,12040.89218,24,SALLE,74,Kavrepalanchok,SalleBhumlu,240074,Bagmati,Central,489,1763,792,971,291.27
C-BAG-24-075,9128472.278,16112.04314,24,SALME,75,Kavrepalanchok,Salmechakala,240075,Bagmati,Central,312,1721,829,892,150.67
C-BAG-24-076,6698649.718,14016.84744,24,SANKHUPATI CHAUR,76,Kavrepalanchok,ShankhupatiChour,240076,Bagmati,Central,722,3372,1584,1788,503.4
C-BAG-24-077,12713933.16,16586.24097,24,SANUWANGTHALI,77,Kavrepalanchok,Sanowangthali,240077,Bagmati,Central,343,1509,736,773,118.69
C-BAG-24-078,19627958.19,21507.22475,24,SAPING,78,Kavrepalanchok,Saping,240078,Bagmati,Central,786,3246,1472,1774,165.38
C-BAG-24-079,4691374.935,10887.99091,24,SARADA BATASE,79,Kavrepalanchok,SaradaBatase,240079,Bagmati,Central,511,2368,1092,1276,504.73
C-BAG-24-080,4543416.365,9809.934548,24,SARMATHALI,80,Kavrepalanchok,Saramthali,240080,Bagmati,Central,239,1071,518,553,235.73
C-BAG-24-081,15837113.85,19746.31139,24,SARSYUNKHARKA,81,Kavrepalanchok,SarasyunKhark,240081,Bagmati,Central,1095,5316,2531,2785,335.66
C-BAG-24-082,10140316.09,23056.45852,24,SATHIGHAR BHAGAWATI,82,Kavrepalanchok,SathigharBhagawati,240082,Bagmati,Central,650,2657,1243,1414,221.41
C-BAG-24-083,26853483.64,26553.22679,24,SHIKHAR AMBOTE,83,Kavrepalanchok,SikharAmbote,240083,Bagmati,Central,850,3711,1734,1977,138.19
C-BAG-24-084,12157751.5,17379.52496,24,SIMALCHOUR SYAMPATI,84,Kavrepalanchok,SimalchourSyampati,240084,Bagmati,Central,832,3819,1750,2069,314.11
C-BAG-24-085,7012657.698,15107.337,24,SIMTHALI,85,Kavrepalanchok,Simthali,240085,Bagmati,Central,350,1731,854,877,246.84
C-BAG-24-086,24194254.92,30075.81861,24,SIPALI CHILAUNE,86,Kavrepalanchok,SipaliChilaune,240086,Bagmati,Central,574,2878,1390,1488,118.95
C-BAG-24-087,9299413.701,21042.2377,24,SISAKHANI,87,Kavrepalanchok,SisaKhani,240087,Bagmati,Central,344,1754,819,935,188.62
C-BAG-24-088,10325250.3,18913.90803,24,THULO PARSEL,88,Kavrepalanchok,ThuloParsel,240088,Bagmati,Central,578,2476,1126,1350,239.79
C-BAG-24-089,12559081.03,19287.96872,24,TUKUCHA NALA,89,Kavrepalanchok,TukuchaNala,240089,Bagmati,Central,1029,4907,2305,2602,398.37
C-BAG-24-090,5274882.259,12671.70159,24,UGRATARA JANAGAL,90,Kavrepalanchok,UgrataraJanagal,240090,Bagmati,Central,1634,6953,3464,3489,1206.64
C-BAG-25-001,13253329.62,16470.96275,25,ASRANG,1,Lalitpur,Asrang,250001,Bagmati,Central,277,1411,689,722,106.47
C-BAG-25-002,5846783.8,13065.90376,25,BADIKHEL,2,Lalitpur,Badikhel,250002,Bagmati,Central,791,3576,1789,1787,611.65
C-BAG-25-003,7802955.521,12289.3168,25,BHARDEU,3,Lalitpur,Bhardev,250003,Bagmati,Central,430,2210,1034,1176,282.13
C-BAG-25-004,18547416.76,23966.97796,25,BHATTEDANDA,4,Lalitpur,Bhattedanda,250004,Bagmati,Central,429,2057,1020,1037,110.91
C-BAG-25-005,6578127.569,12440.30303,25,BISANKHUNARAYAN,5,Lalitpur,Bisankhunarayan,250005,Bagmati,Central,1047,4484,2117,2367,644.89
C-BAG-25-006,12585057.19,17355.55766,25,BUKHEL,6,Lalitpur,Bukhel,250006,Bagmati,Central,334,1697,813,884,134.84
