P_CODE,AREA,PERIMETER,DIST_ID,SURVEY_NAM,VDC_ID,DISTRICT,VDC_NAME,VDC_CODE,ZONE_NAME,REGION,HHs2011,POP_2011,Male2011,Female2011,POPDEN_2011
C-JAN-19-098,5287393.595,11315.72211,19,SUNDARPUR,98,Sarlahi,Sundarpur,190098,Janakpur,Central,1086,7552,3908,3644,1442.72
C-JAN-19-099,18460057.85,22380.3853,19,SUNDARPUR CHOHARWA,99,Sarlahi,SundarpurChuldawa,190099,Janakpur,Central,1912,10861,5459,5402,588.3
C-JAN-19-100,2362542.965,7504.843699,19,TRIBHUVAN NAGAR,100,Sarlahi,TribhuwanNagar,190100,Janakpur,Central,578,3605,1785,1820,1525.84
C-JAN-20-001,40959750.45,33699.06645,20,AMALE,1,Sindhuli,Amale,200001,Janakpur,Central,415,2261,1047,1214,55.2
C-JAN-20-002,48185599.27,41391.72336,20,ARUN THAKUR,2,Sindhuli,Arunthakur,200002,Janakpur,Central,1010,5766,2742,3024,119.66
C-JAN-20-003,24081760.1,26343.49971,20,BAHUN TILPUNG,3,Sindhuli,Bahuntilpung,200003,Janakpur,Central,559,3116,1533,1583,154.08
C-JAN-20-004,34172478.1,26845.00371,20,BALAJOR,4,Sindhuli,Balajor,200004,Janakpur,Central,734,4358,2062,2296,127.53
C-JAN-20-005,27636801.64,31330.25456,20,BASESHWAR,5,Sindhuli,Baseshwor,200005,Janakpur,Central,620,3200,1557,1643,115.79
C-JAN-20-006,30066588.47,27956.73304,20,BASTIPUR,6,Sindhuli,Bastipur,200006,Janakpur,Central,545,3029,1366,1663,100.74
C-JAN-20-007,39120875.53,40145.78754,20,BELGHARI,7,Sindhuli,Belghari,200007,Janakpur,Central,749,3846,1898,1948,98.31
C-JAN-20-008,50482219.21,41103.64818,20,BHADRAKALI,8,Sindhuli,Bhadrakali,200008,Janakpur,Central,848,4415,2074,2341,87.46
C-JAN-20-009,15071755.32,18884.51421,20,BHIMESHWAR,9,Sindhuli,Bhimeshwor,200009,Janakpur,Central,459,2298,1149,1149,152.47
C-JAN-20-010,46212037.58,39150.505,20,BHIMSTHAN,10,Sindhuli,Bhimsthan,200010,Janakpur,Central,1160,5780,2710,3070,125.08
C-JAN-20-011,16606214.88,23697.91551,20,BHUVANESHWARI GWALTAR,11,Sindhuli,BhuwaneshoriGwaltar,200011,Janakpur,Central,371,2039,999,1040,122.78
C-JAN-20-012,24945105.91,26476.60845,20,BITIJOR BAGAINCHA,12,Sindhuli,BitijorBagaiya,200012,Janakpur,Central,349,1942,965,977,77.85
C-JAN-20-013,82659749.69,52477.7355,20,DANDIGURANSE,13,Sindhuli,Dadiguranshe,200013,Janakpur,Central,973,4804,2262,2542,58.12
C-JAN-20-014,40030873.91,33880.03889,20,DUDHBHANJYANG,14,Sindhuli,Dudbhanjyang,200014,Janakpur,Central,529,2860,1405,1455,71.45
C-JAN-20-015,22517964.68,23451.52497,20,DUDHAULI,15,Sindhuli,Dudhouli,200015,Janakpur,Central,1758,8568,4044,4524,380.49
C-JAN-20-016,65275423.66,42020.10299,20,HARIHARPUR GADHI,16,Sindhuli,HariharpurGadhi,200016,Janakpur,Central,708,4744,2253,2491,72.8
C-JAN-20-017,23380173.13,24242.60459,20,HARSAHI,17,Sindhuli,Harsahi,200017,Janakpur,Central,973,4693,2170,2523,200.73
C-JAN-20-018,52823060.94,37460.54173,20,HATPATE,18,Sindhuli,Hatpate,200018,Janakpur,Central,1623,8106,3831,4275,153.45
C-JAN-20-019,9046266.639,14821.39211,20,JALKANYA (CHAPAULI),19,Sindhuli,Jalkanya,200019,Janakpur,Central,395,1806,822,984,199.64
C-JAN-20-020,48562269.55,46697.45261,20,JARAYOTAR,20,Sindhuli,Jarayotar,200020,Janakpur,Central,1425,7310,3414,3896,150.53
C-JAN-20-021,35608347.97,30167.05491,20,JHANGAJHOLI RATMATA,21,Sindhuli,JhangajholiRalmata,200021,Janakpur,Central,1194,5337,2506,2831,149.88
C-JAN-20-022,41812470.79,32517.58154,20,JINAKHU,22,Sindhuli,Jinakhu,200022,Janakpur,Central,949,5270,2621,2649,126.04
C-JAN-20-023,68062264.65,51871.12599,20,KAKUR THAKUR,23,Sindhuli,KakurThakur,200023,Janakpur,Central,995,5487,2666,2821,80.62
C-JAN-20-024,129211572.9,64364.66617,20,KALPABRIKSHA,24,Sindhuli,Kalpabrishykha,200024,Janakpur,Central,1594,9370,4483,4887,72.52
C-JAN-20-025,208084036.4,111274.2637,20,KAMALAMAI MUNICIPALITY,25,Sindhuli,KamalamiN.P.,200025,Janakpur,Central,9304,39413,18788,20625,189.41
C-JAN-20-026,107299627.3,60229.97315,20,KAPILAKOT,26,Sindhuli,Kapilakot,200026,Janakpur,Central,1967,11485,5589,5896,107.04
C-JAN-20-027,21533284.46,24935.95261,20,KHANGSANG,27,Sindhuli,KhangSang,200027,Janakpur,Central,510,2831,1362,1469,131.47
C-JAN-20-028,25942767.89,31568.61732,20,KHOLAGAUN,28,Sindhuli,Kholagaun,200028,Janakpur,Central,528,2829,1352,1477,94.93
C-JAN-20-029,35344004.59,29746.56779,20,KUSHESHWAR (DUMJA),29,Sindhuli,KusesworDumja,200029,Janakpur,Central,1010,4973,2366,2607,140.7
C-JAN-20-030,123453123.3,61348.58686,20,KYANESHWAR,30,Sindhuli,Kyaneshwor,200030,Janakpur,Central,1617,9364,4482,4882,75.82
C-JAN-20-031,30026269.52,28856.97169,20,MAHENDRA LADABHIR,31,Sindhuli,Ladabhir(Mahendra),200031,Janakpur,Central,1585,7226,3407,3819,240.65
C-JAN-20-032,33533506.03,36459.46415,20,LAMPANTAR,32,Sindhuli,Lampantar,200032,Janakpur,Central,1151,5942,2807,3135,177.2
C-JAN-20-033,38862976.3,33904.15041,20,MAHADEVDANDA,33,Sindhuli,Mahadevdada,200033,Janakpur,Central,657,3879,1880,1999,99.81
C-JAN-20-034,60776125.73,44203.62185,20,MAHADEVSTHAN,34,Sindhuli,Mahadevsthan,200034,Janakpur,Central,1309,6967,3210,3757,114.63
C-JAN-20-035,82459219.51,48215.08763,20,MAHENDRAJHYADI,35,Sindhuli,Mahendrajhayadi,200035,Janakpur,Central,962,6015,2872,3143,72.94
C-JAN-20-036,25285343.55,28419.34317,20,MAJHUWA,36,Sindhuli,Majhuwa,200036,Janakpur,Central,526,2398,1090,1308,94.84
C-JAN-20-037,28515195.12,31506.22348,20,NETRAKALI,37,Sindhuli,Netrakali,200037,Janakpur,Central,606,3400,1612,1788,119.23
C-JAN-20-038,18977714.33,24696.06328,20,NIPANE,38,Sindhuli,Nipane,200038,Janakpur,Central,702,3418,1602,1816,180.1
C-JAN-20-039,70195087.08,68903.18569,20,PIPALMADI,39,Sindhuli,Pipalmadi,200039,Janakpur,Central,1299,7604,3668,3936,104.47
C-JAN-20-040,32267220.23,29808.67639,20,PURANO JHANGAJHOLI,40,Sindhuli,PuranoJhangajholi,200040,Janakpur,Central,1015,4707,2161,2546,145.88
C-JAN-20-041,50810729.65,36030.76469,20,RANIBAS,41,Sindhuli,Ranibas,200041,Janakpur,Central,1110,5067,2327,2740,99.72
C-JAN-20-042,81472953.11,57896.32338,20,RANICHURI,42,Sindhuli,Ranichuri,200042,Janakpur,Central,1685,8881,4189,4692,109.01
C-JAN-20-043,24308932.04,24630.54494,20,RATANCHURA,43,Sindhuli,Ratanchura,200043,Janakpur,Central,548,2821,1337,1484,116.05
C-JAN-20-044,38093072.65,29867.61404,20,RATNAWATI,44,Sindhuli,Ratnawati,200044,Janakpur,Central,493,2745,1276,1469,72.06
C-JAN-20-045,31707652.94,29836.69083,20,SHANTESHWARI RAMPUR,45,Sindhuli,Santeswori(Rampur),200045,Janakpur,Central,446,2725,1344,1381,85.94
C-JAN-20-046,48067415.4,36202.77335,20,SIRTHAULI,46,Sindhuli,Sirthouli,200046,Janakpur,Central,1673,7618,3568,4050,158.47
C-JAN-20-047,26177628.19,28234.41323,20,SITALPATI,47,Sindhuli,Sitalpati,200047,Janakpur,Central,812,4058,1865,2193,155.02
C-JAN-20-048,31109749.7,26035.51997,20,SWALPATHANA,48,Sindhuli,Solpathana,200048,Janakpur,Central,395,2195,1079,1116,70.56
C-JAN-20-049,26672268.51,29996.78181,20,SUNAM POKHARI,49,Sindhuli,SunamPokhari,200049,Janakpur,Central,452,2489,1194,1295,93.32
C-JAN-20-050,35514456.98,38073.13827,20,TAMAJOR,50,Sindhuli,Tamajor,200050,Janakpur,Central,445,2346,1102,1244,66.06
C-JAN-20-051,36520296.38,35876.20717,20,TANDI,51,Sindhuli,Tandi,200051,Janakpur,Central,1896,9150,4353,4797,250.57
C-JAN-20-052,35522248.98,38640.18611,20,TINKANYA,52,Sindhuli,Tinkanya,200052,Janakpur,Central,805,4169,1988,2181,117.36
C-JAN-20-053,16229263.81,18169.58718,20,TOSAMKHOLA,53,Sindhuli,Tosramkhola,200053,Janakpur,Central,330,1979,944,1035,121.94
C-JAN-20-054,42199290.87,34401.98028,20,TRIBHUVAN AMBOTE,54,Sindhuli,TribhuvanAmbote,200054,Janakpur,Central,771,4074,2008,2066,96.54
C-JAN-21-001,20278431.52,22575.18391,21,BAMTI BHANDAR,1,Ramechhap,BamtiBhandar,210001,Janakpur,Central,739,3144,1453,1691,155.04
C-JAN-21-002,17298231.38,21164.48041,21,BETALI,2,Ramechhap,Betali,210002,Janakpur,Central,952,4483,2047,2436,259.16
C-JAN-21-003,18043996.51,19144.26232,21,BETHAN,3,Ramechhap,Bethan,210003,Janakpur,Central,1090,4634,2089,2545,256.82
C-JAN-21-004,15633147.39,20301.51493,21,GAGAL BHADAURE,4,Ramechhap,Bhadaure,210004,Janakpur,Central,574,2475,1129,1346,158.33
C-JAN-21-005,25481492.4,25578.4929,21,BHATAULI,5,Ramechhap,Bhatauli,210005,Janakpur,Central,820,3936,1832,2104,154.46
C-JAN-21-006,26834024.07,28906.36087,21,BHIRPANI,6,Ramechhap,Bhirpani,210006,Janakpur,Central,764,3253,1392,1861,121.23
C-JAN-21-007,18474916.1,22379.33418,21,BHUJI,7,Ramechhap,Bhujee,210007,Janakpur,Central,538,2402,1134,1268,130.02
C-JAN-21-008,26210669.18,24727.97598,21,BIJULIKOT,8,Ramechhap,Bijulikot,210008,Janakpur,Central,1087,5058,2290,2768,192.97
C-JAN-21-009,13163621.38,16974.4824,21,CHANAKHU,9,Ramechhap,Chanakhu,210009,Janakpur,Central,476,2366,1036,1330,179.74
C-JAN-21-010,10015600.22,14360.03715,21,CHISAPANI,10,Ramechhap,Chisapani,210010,Janakpur,Central,686,3187,1412,1775,318.21
C-JAN-21-011,77610135.15,50001.66067,21,CHUCHURE,11,Ramechhap,Chuchure,210011,Janakpur,Central,585,2629,1214,1415,33.87
C-JAN-21-012,29000249.84,31848.94782,21,DADHUWA,12,Ramechhap,Dadhuwa,210012,Janakpur,Central,1016,4730,2162,2568,163.09
C-JAN-21-013,17143040.27,20689.48669,21,DEURALI,13,Ramechhap,Deurali,210013,Janakpur,Central,702,3257,1451,1806,189.99
C-JAN-21-014,16485423.5,17415.88211,21,DIMIPOKHARI,14,Ramechhap,Dimipokhari,210014,Janakpur,Central,726,3073,1393,1680,186.41
C-JAN-21-015,20394715.61,24283.06318,21,DORAMBA,15,Ramechhap,Doramba,210015,Janakpur,Central,794,3273,1481,1792,160.48
C-JAN-21-016,29945844.07,25137.47245,21,DURAGAUN,16,Ramechhap,Duragau,210016,Janakpur,Central,652,3023,1458,1565,100.95
C-JAN-21-017,14091108.22,19810.83659,21,PHARPU,17,Ramechhap,Farpu,210017,Janakpur,Central,450,2098,1039,1059,148.89
C-JAN-21-018,26175363.4,24378.43256,21,GELU,18,Ramechhap,Gelu,210018,Janakpur,Central,1267,5652,2428,3224,215.93
C-JAN-21-019,36720666.89,32434.52748,21,GOSHWARA,19,Ramechhap,Goswara,210019,Janakpur,Central,770,3632,1614,2018,98.91
C-JAN-21-020,10410219.16,20417.85857,21,GOTHGAUN,20,Ramechhap,Gothgau,210020,Janakpur,Central,566,2401,1051,1350,230.64
C-JAN-21-021,333123336.6,95611.99971,21,GUMDEL,21,Ramechhap,Gumdel,210021,Janakpur,Central,497,2466,1190,1276,7.4
C-JAN-21-022,21845093.91,30116.10601,21,GUNSI,22,Ramechhap,GunsiBhadaure,210022,Janakpur,Central,1056,4702,2165,2537,215.24
C-JAN-21-023,24295413.55,21852.5182,21,GUPTESHWAR,23,Ramechhap,Guptesor,210023,Janakpur,Central,361,1769,839,930,72.81
C-JAN-21-024,14642958.56,20101.37776,21,HILEDEVI,24,Ramechhap,Hiledevi,210024,Janakpur,Central,707,3031,1401,1630,207
C-JAN-21-025,34954389.84,30916.36682,21,HIMGANGA,25,Ramechhap,Himganga,210025,Janakpur,Central,849,4248,1852,2396,121.53
C-JAN-21-026,23042268.41,26016.14994,21,KATHJOR,26,Ramechhap,Kathjor,210026,Janakpur,Central,934,4716,2126,2590,204.67
C-JAN-21-027,21338337.01,21893.42844,21,KHANDADEVI,27,Ramechhap,Khadadevi,210027,Janakpur,Central,838,3925,1814,2111,183.94
C-JAN-21-028,20971901.46,25743.41934,21,KHANIYAPANI,28,Ramechhap,Khaniyapani,210028,Janakpur,Central,794,4065,1896,2169,193.83
C-JAN-21-029,21959517.43,23116.84511,21,KHIMTI,29,Ramechhap,Khimti,210029,Janakpur,Central,968,4278,1951,2327,194.81
C-JAN-21-030,19589881.38,23895.04866,21,KUNBHUKASTHALI,30,Ramechhap,Kubukasthali,210030,Janakpur,Central,606,2727,1264,1463,139.2
C-JAN-21-031,26494802.93,25501.15442,21,LAKHANPUR,31,Ramechhap,Lakhanpur,210031,Janakpur,Central,1323,6209,2842,3367,234.35
C-JAN-21-032,17166886.1,23613.90534,21,MAJHUWA,32,Ramechhap,Majuwa,210032,Janakpur,Central,453,2293,1054,1239,133.57
C-JAN-21-033,8105151.26,13553.73778,21,MAKADUM,33,Ramechhap,Makadum,210033,Janakpur,Central,422,1911,825,1086,235.77
C-JAN-21-034,31593191.82,26977.62478,21,BHALUWAJOR,34,Ramechhap,Maluwajor,210034,Janakpur,Central,715,3496,1603,1893,110.66
C-JAN-21-035,14539960.74,19324.07352,21,MANTHALI,35,Ramechhap,Manthali,210035,Janakpur,Central,2018,7569,3842,3727,520.57
C-JAN-21-036,17164315.06,24645.386,21,NAGDAHA,36,Ramechhap,NagaDaha,210036,Janakpur,Central,777,3679,1654,2025,214.34
C-JAN-21-037,27990795.31,27430.82191,21,NAMADI,37,Ramechhap,Namadi,210037,Janakpur,Central,827,3981,1861,2120,142.23
C-JAN-21-038,25685557.75,27857.16522,21,OKHRENI,38,Ramechhap,Okhreni,210038,Janakpur,Central,742,3503,1594,1909,136.38
C-JAN-21-039,31144444.75,31257.60415,21,PAKARBAS,39,Ramechhap,Pakarbas,210039,Janakpur,Central,1177,6392,3095,3297,205.24
C-JAN-21-040,23246363.63,25293.87621,21,PHULASI,40,Ramechhap,Phulasi,210040,Janakpur,Central,1284,5733,2594,3139,246.62
C-JAN-21-041,9684994.103,14890.26842,21,PINGKHURI,41,Ramechhap,Pinkhuri,210041,Janakpur,Central,428,2078,903,1175,214.56
C-JAN-21-042,36202589.79,30653.78453,21,PRITI,42,Ramechhap,Pritee,210042,Janakpur,Central,1128,5093,2363,2730,140.68
C-JAN-21-043,11716842.24,17901.37678,21,PURANAGAUN,43,Ramechhap,Puranagau,210043,Janakpur,Central,635,3008,1296,1712,256.73
C-JAN-21-044,20563360.51,25393.74853,21,RAKATHUM,44,Ramechhap,Rakathum,210044,Janakpur,Central,716,3434,1550,1884,167
C-JAN-21-045,38495926.35,29109.86247,21,RAMECHHAP,45,Ramechhap,Ramechhap,210045,Janakpur,Central,1153,5222,2452,2770,135.65
C-JAN-21-046,37856935.2,28570.26198,21,RAMPUR,46,Ramechhap,Rampur,210046,Janakpur,Central,858,4101,1848,2253,108.33
C-JAN-21-047,32248555.86,25763.86539,21,RASANALU,47,Ramechhap,Rasanalu,210047,Janakpur,Central,1026,4424,2034,2390,137.19
C-JAN-21-048,16554320.59,22848.76632,21,SAIPU,48,Ramechhap,Saipu,210048,Janakpur,Central,616,2876,1355,1521,173.73
C-JAN-21-049,19856832.21,22701.2985,21,SALU,49,Ramechhap,Salupati,210049,Janakpur,Central,764,3612,1611,2001,181.9
C-JAN-21-050,9048510.439,14653.64128,21,SANGHUTAR,50,Ramechhap,Sanghutar,210050,Janakpur,Central,500,2342,1021,1321,258.83
C-JAN-21-051,28845167.51,28646.64627,21,SUKAJOR,51,Ramechhap,Sukajor,210051,Janakpur,Central,756,3538,1610,1928,122.65
C-JAN-21-052,12938468.92,15725.81848,21,SUNARPANI,52,Ramechhap,Sunarpani,210052,Janakpur,Central,500,2141,970,1171,165.48
C-JAN-21-053,29153927.66,25984.25328,21,THOSE,53,Ramechhap,Those,210053,Janakpur,Central,606,2443,1089,1354,83.79
C-JAN-21-054,12670447.71,16352.26925,21,TILPUNG,54,Ramechhap,Tilpung,210054,Janakpur,Central,828,4195,1907,2288,331.09
C-JAN-21-055,21360728.38,22646.74052,21,THOKARPUR,55,Ramechhap,Tokarpur,210055,Janakpur,Central,767,3517,1607,1910,164.65
C-JAN-22-001,66867736.27,34694.45008,22,ALAMPU,1,Dolakha,Alampu,220001,Janakpur,Central,413,1803,864,939,26.96
C-JAN-22-002,16671289.06,17994.23371,22,BABARE,2,Dolakha,Babare,220002,Janakpur,Central,794,3533,1638,1895,211.93
C-JAN-22-003,18393956.75,19684.59475,22,BHEDPU,3,Dolakha,Bhedapu,220003,Janakpur,Central,918,3705,1596,2109,201.42
C-JAN-22-004,65091879.46,50627.28077,22,BHIMESHWAR MUNICIPALITY,4,Dolakha,BhimesworN.P.,220004,Janakpur,Central,6076,22537,10489,12048,346.23
C-JAN-22-005,10478013.22,17150.41865,22,BHIRKOT,5,Dolakha,Bhirkot,220005,Janakpur,Central,602,2562,1163,1399,244.52
C-JAN-22-006,24167611.94,25177.31358,22,BHUSAPHEDI,6,Dolakha,Bhusedanda,220006,Janakpur,Central,519,2091,955,1136,86.52
C-JAN-22-007,37179983.63,26989.39607,22,BIGU,7,Dolakha,Bigu,220007,Janakpur,Central,406,1612,759,853,43.36
C-JAN-22-008,17933325.37,21783.97878,22,BOCH,8,Dolakha,Bocha,220008,Janakpur,Central,775,2799,1182,1617,156.08
C-JAN-22-009,12056085.76,18164.18983,22,BULUNG,9,Dolakha,Bulung,220009,Janakpur,Central,510,2043,972,1071,169.45
C-JAN-22-010,21781356.86,27781.06014,22,CHANGKHU,10,Dolakha,Chankhu,220010,Janakpur,Central,347,1272,603,669,58.39
C-JAN-22-011,12096355.21,17715.73062,22,CHHETRAPA,11,Dolakha,Chhetrapa,220011,Janakpur,Central,580,2447,1116,1331,202.3
C-JAN-22-012,38807195.99,28871.15926,22,CHILINKHA,12,Dolakha,Chilankha,220012,Janakpur,Central,661,2875,1366,1509,74.08
C-JAN-22-013,8263595.601,13432.50809,22,CHYAMA,13,Dolakha,Chyama,220013,Janakpur,Central,607,2733,1266,1467,330.73
C-JAN-22-014,19506519.44,23725.82416,22,DANDAKHARKA,14,Dolakha,Dandakharka,220014,Janakpur,Central,946,4136,1832,2304,212.03
C-JAN-22-015,21477995.41,27674.94901,22,TAMCHET DUDHPOKHARI,15,Dolakha,Dudhpokhari,220015,Janakpur,Central,596,2450,1137,1313,114.07
C-JAN-22-016,24289210.23,29491.3855,22,PHASKU,16,Dolakha,Fasku,220016,Janakpur,Central,1117,4338,1877,2461,178.6
C-JAN-22-017,20249896.34,22336.20667,22,GAIRIMUDI,17,Dolakha,Gairimudi,220017,Janakpur,Central,1129,4278,1977,2301,211.26
C-JAN-22-018,324380902.1,113566.3885,22,GAURISHANKAR,18,Dolakha,GauriSankar,220018,Janakpur,Central,287,975,464,511,3.01
C-JAN-22-019,20481195.88,27006.85368,22,GHYANGSUKATHOKAR,19,Dolakha,GhangSukathokar,220019,Janakpur,Central,1032,4230,1942,2288,206.53
C-JAN-22-020,19051301.55,19251.22301,22,HAWA,20,Dolakha,Hawa,220020,Janakpur,Central,381,1721,785,936,90.34
C-JAN-22-021,12704253.93,18785.79319,22,JAPHE,21,Dolakha,Japhe,220021,Janakpur,Central,824,3784,1837,1947,297.85
C-JAN-22-022,9354559.758,16577.99841,22,JHULE,22,Dolakha,Jhule,220022,Janakpur,Central,547,2241,1017,1224,239.56
C-JAN-22-023,35912276.23,30288.23858,22,JHYAKU,23,Dolakha,Jhyaku,220023,Janakpur,Central,998,4637,2211,2426,129.12
C-JAN-22-024,48855039.04,31953.56378,22,JIRI,24,Dolakha,Jiri,220024,Janakpur,Central,1899,7373,3472,3901,150.91
C-JAN-22-025,33851708.66,34106.96802,22,JUGU,25,Dolakha,Jugu,220025,Janakpur,Central,938,3882,1791,2091,114.68
C-JAN-22-026,16097472.65,21046.90642,22,KABRE,26,Dolakha,Kabhre,220026,Janakpur,Central,1191,4723,2151,2572,293.41
C-JAN-22-027,38188869.9,27331.96718,22,KALINCHOK,27,Dolakha,Kalingchok,220027,Janakpur,Central,541,2806,1409,1397,73.48
C-JAN-22-028,21789421.4,26496.05139,22,KATAKUTI,28,Dolakha,Katakuti,220028,Janakpur,Central,955,3738,1627,2111,171.55
C-JAN-22-029,104434551.1,63617.00388,22,KHARE,29,Dolakha,Khare,220029,Janakpur,Central,432,1833,929,904,17.55
C-JAN-22-030,9991987.355,14411.83795,22,KHOPACHAGU,30,Dolakha,Khopachagu,220030,Janakpur,Central,476,2198,1035,1163,219.98
C-JAN-22-031,26881010.78,30799.87996,22,LADUK,31,Dolakha,Laduk,220031,Janakpur,Central,928,3663,1733,1930,136.27
C-JAN-22-032,27706004.67,26561.2058,22,LAKURIDANDA,32,Dolakha,LakuriDada,220032,Janakpur,Central,924,3713,1734,1979,134.01
C-JAN-22-033,406301940.3,116026.45,22,LAMABAGAR,33,Dolakha,Lamabagar,220033,Janakpur,Central,536,2098,1040,1058,5.16
C-JAN-22-034,13756216.44,16407.28417,22,LAMIDANDA,34,Dolakha,Lamidada,220034,Janakpur,Central,1045,4232,2063,2169,307.64
C-JAN-22-035,33325290.6,30796.55286,22,LAPILANG,35,Dolakha,Lapilang,220035,Janakpur,Central,1206,4942,2383,2559,148.29
C-JAN-22-036,15675126.85,18842.17548,22,MAGAPAUWA,36,Dolakha,MagaPauwa,220036,Janakpur,Central,780,2950,1339,1611,188.2
C-JAN-22-037,26273156.71,27089.26436,22,MALI,37,Dolakha,Mali,220037,Janakpur,Central,693,2749,1224,1525,104.63
C-JAN-22-038,8801578.641,14425.5702,22,MALU,38,Dolakha,Malu,220038,Janakpur,Central,584,2482,1173,1309,281.74
C-JAN-22-039,113988640,54946.90435,22,MARBU,39,Dolakha,Marbu,220039,Janakpur,Central,331,1409,698,711,12.36
C-JAN-22-040,11185013.65,19718.67539,22,MELUNG,40,Dolakha,Melung,220040,Janakpur,Central,836,3566,1596,1970,318.83
C-JAN-22-041,11101267.19,16511.00685,22,MRIGE,41,Dolakha,Mirge,220041,Janakpur,Central,879,3482,1567,1915,313.67
C-JAN-22-042,20955221.48,25128.42757,22,NAMDU,42,Dolakha,Namdu,220042,Janakpur,Central,1300,4946,2284,2662,236.02
C-JAN-22-043,15111800.91,17426.25567,22,ORANG,43,Dolakha,Orang,220043,Janakpur,Central,488,2157,1077,1080,142.74
C-JAN-22-044,16956525.77,20006.28109,22,POWATI,44,Dolakha,Pawati,220044,Janakpur,Central,1109,4573,2049,2524,269.69
C-JAN-22-045,13503670.08,16809.17995,22,SHAHARE,45,Dolakha,Sahare,220045,Janakpur,Central,800,3326,1535,1791,246.45
C-JAN-22-046,21256230.3,23954.76019,22,SAILUNGESHWAR,46,Dolakha,Sailungeswor,220046,Janakpur,Central,991,4131,1851,2280,194.34
C-JAN-22-047,18149360.18,21785.49704,22,SUNKHANI,47,Dolakha,Sunakhani,220047,Janakpur,Central,1194,4675,2131,2544,257.58
C-JAN-22-048,12395963.01,19730.34049,22,SUNDRAWATI,48,Dolakha,Sundrawati,220048,Janakpur,Central,677,2766,1322,1444,223.12
C-JAN-22-049,47022480.6,36275.58436,22,SURI,49,Dolakha,Suri,220049,Janakpur,Central,734,3054,1473,1581,64.95
C-JAN-22-050,21776395.81,19992.37478,22,SUSPA CHHYAMAWATI,50,Dolakha,SusmaChhemawati,220050,Janakpur,Central,864,3437,1575,1862,157.84
C-JAN-22-051,111651566.9,59778.8246,22,SYAMA,51,Dolakha,Syama,220051,Janakpur,Central,440,1867,834,1033,16.73
C-JAN-22-052,24533165.73,21251.13348,22,THULOPATAL,52,Dolakha,Thulopatal,220052,Janakpur,Central,822,3526,1611,1915,143.72
C-NAR-31-001,41057943.24,29183.31186,31,AGRA,1,Makwanpur,Agara,310001,Narayani,Central,1572,7836,3850,3986,190.83
C-NAR-31-002,40195316.49,29102.58903,31,AMBHANJYANG,2,Makwanpur,Ambhanjyang,310002,Narayani,Central,1403,6906,3330,3576,171.81
C-NAR-31-003,17918650.02,21397.43142,31,BAJRABARAHI,3,Makwanpur,Bajrabarahi,310003,Narayani,Central,1630,7675,3622,4053,428.34
C-NAR-31-004,73849851.67,47425.98169,31,BASAMADI,4,Makwanpur,Basamadi,310004,Narayani,Central,3557,17130,8358,8772,231.96
C-NAR-31-005,67169479.13,54947.23367,31,BETENI,5,Makwanpur,Betini,310005,Narayani,Central,617,3351,1667,1684,52.34
C-NAR-31-006,63007891.36,44323.0469,31,BHAINSE,6,Makwanpur,Bhaise,310006,Narayani,Central,1388,6717,3228,3489,106.61
C-NAR-31-007,28367416.44,33559.9261,31,BHARTA,7,Makwanpur,BhartaPundyadevi,310007,Narayani,Central,693,4169,2143,2026,146.97
C-NAR-31-008,44084134.33,33985.62668,31,BHIMPHEDI,8,Makwanpur,Bhimfedi,310008,Narayani,Central,1161,5440,2503,2937,123.4
C-NAR-31-009,27277313.03,24018.08416,31,BUDHICHAUR,9,Makwanpur,Budhichaur,310009,Narayani,Central,370,2085,1041,1044,76.44
C-NAR-31-010,32630228.58,24173.92699,31,CHITLANG,10,Makwanpur,Chitlang,310010,Narayani,Central,1172,5029,2237,2792,154.12
C-NAR-31-011,35090031.75,33768.75863,31,CHURIYAMAI,11,Makwanpur,Churiyamai,310011,Narayani,Central,2980,14274,6846,7428,406.78
C-NAR-31-012,46558059.75,37576.67788,31,DAMAN,12,Makwanpur,Daman,310012,Narayani,Central,1913,8439,4074,4365,181.26
C-NAR-31-013,35993965.75,27712.70933,31,DANDAKHARKA,13,Makwanpur,Dandakharka,310013,Narayani,Central,720,4021,2020,2001,111.78
C-NAR-31-014,106421053.5,65488.94412,31,DHIYAL,14,Makwanpur,Dhimal,310014,Narayani,Central,1090,5945,2937,3008,55.86
C-NAR-31-015,34820691.38,29709.60087,31,PHAKHEL,15,Makwanpur,Fakhel,310015,Narayani,Central,1011,4524,2102,2422,129.92
C-NAR-31-016,142335289.2,64208.13398,31,PHAPARBARI,16,Makwanpur,Faparbari,310016,Narayani,Central,3221,16776,7991,8785,119
C-NAR-31-017,59820566.13,41010.64963,31,GOGANE,17,Makwanpur,Gogane,310017,Narayani,Central,983,5345,2598,2747,89.35
C-NAR-31-018,106275490.8,54365.17749,31,HANDIKHOLA,18,Makwanpur,Handikhola,310018,Narayani,Central,3676,18415,8890,9525,173.28
C-NAR-31-019,33967085.87,32206.48445,31,HATIYA,19,Makwanpur,Hatiya,310019,Narayani,Central,2751,13099,6379,6720,385.63
C-NAR-31-020,47773443.33,38539.58191,31,HETAUDA MUNICIPALITY,20,Makwanpur,HetaudaN.P.,310020,Narayani,Central,19851,84671,42194,42477,1772.39
C-NAR-31-021,33357245.29,30947.5093,31,HARNAMADI,21,Makwanpur,Hurnamadi,310021,Narayani,Central,1524,6615,3204,3411,198.31
