P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX,,,,,,,,,,,,,
E-SAG-13-055,Nunthala,Khotang,Eastern,5.19,6.01,1596,5.35,155.23,5.02,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-056,Patheka,Khotang,Eastern,5.19,6.02,3872,5.99,110.79,4.69,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-057,Pauwasera,Khotang,Eastern,5.14,5.95,2355,5.63,81.81,4.38,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-058,Phedi,Khotang,Eastern,5.20,6.02,3264,5.87,56.01,4.01,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-059,R.Maheswori,Khotang,Eastern,5.30,6.14,2330,5.62,180.75,5.17,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-060,Rajapani,Khotang,Eastern,5.27,6.11,3747,5.97,70.6,4.24,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-061,RakhaBangdel,Khotang,Eastern,5.27,6.10,2525,5.68,92.95,4.51,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-062,RakhaDipsung,Khotang,Eastern,5.19,6.01,833,4.88,63.62,4.13,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-063,RatanchaMajhagau,Khotang,Eastern,4.97,5.76,2510,5.68,165.71,5.09,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-064,Ribdungjaleswor,Khotang,Eastern,5.28,6.12,2136,5.56,154.19,5.02,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-065,Sa.Chhitapokhari,Khotang,Eastern,4.97,5.76,2859,5.77,181.66,5.18,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-066,Salle,Khotang,Eastern,5.35,6.19,1507,5.31,93.76,4.52,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-067,Sapteswor,Khotang,Eastern,5.30,6.14,2076,5.54,204.21,5.30,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-068,Saunechaur,Khotang,Eastern,4.86,5.63,2383,5.64,180.37,5.17,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-069,Sawakatahare,Khotang,Eastern,5.03,5.82,2726,5.74,158.49,5.04,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-070,Simpani,Khotang,Eastern,5.14,5.95,3169,5.85,191.78,5.23,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-071,Sungdel,Khotang,Eastern,5.34,6.19,2444,5.66,34.18,3.52,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-072,Suntale,Khotang,Eastern,5.02,5.81,2195,5.58,80.43,4.37,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-073,Temma,Khotang,Eastern,5.07,5.87,3521,5.92,196.73,5.26,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-074,Woplukha,Khotang,Eastern,4.98,5.77,2271,5.60,107.66,4.66,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-075,Wopung,Khotang,Eastern,4.92,5.70,2555,5.69,73.31,4.28,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-13-076,Yamkha,Khotang,Eastern,5.20,6.02,2938,5.79,169.82,5.11,94.47,9.30,7.71,0.70,29.47,3.96,,,,,,,,,,,,,
E-SAG-14-001,Aaptar,Udayapur,Eastern,5.13,5.94,4494,6.10,132.19,4.86,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-002,Balamta,Udayapur,Eastern,5.23,6.06,2298,5.61,93.6,4.52,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-003,Baraha,Udayapur,Eastern,5.28,6.12,2904,5.78,121.6,4.78,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-004,Barai,Udayapur,Eastern,5.39,6.24,4482,6.10,113.75,4.71,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-005,Basabote,Udayapur,Eastern,5.36,6.20,2266,5.60,136.27,4.89,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-006,Bashaha,Udayapur,Eastern,5.77,6.68,10106,6.69,274.73,5.59,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-007,Beltar,Udayapur,Eastern,5.76,6.67,13812,6.91,429.89,6.04,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-008,Bhuttar,Udayapur,Eastern,5.10,5.91,3039,5.82,121.22,4.78,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-009,Chaudandi,Udayapur,Eastern,5.18,6.00,3882,5.99,80.97,4.37,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-010,Dumre,Udayapur,Eastern,5.28,6.12,2357,5.63,105.03,4.63,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-011,Hadiya,Udayapur,Eastern,5.83,6.75,11331,6.77,143.08,4.94,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-012,Hardeni,Udayapur,Eastern,5.60,6.48,3457,5.91,130.26,4.85,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-013,Iname,Udayapur,Eastern,5.31,6.15,3256,5.87,141.12,4.93,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-014,Jalpachilaune,Udayapur,Eastern,5.25,6.08,3864,5.99,99.33,4.58,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-015,Jante,Udayapur,Eastern,5.21,6.03,2180,5.57,87.91,4.46,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-016,Jogidaha,Udayapur,Eastern,5.80,6.72,6665,6.38,99.46,4.58,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-017,Katari,Udayapur,Eastern,6.30,7.29,19284,7.15,250.72,5.50,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-018,Katunjebawala,Udayapur,Eastern,5.24,6.07,5790,6.28,54.89,3.99,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-019,Khanbu,Udayapur,Eastern,5.14,5.96,4350,6.08,98.57,4.57,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-020,Laphagaun,Udayapur,Eastern,5.15,5.96,2918,5.79,99.99,4.58,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-021,Lekhani,Udayapur,Eastern,5.59,6.47,3259,5.87,99.95,4.58,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-022,Lekhgaun,Udayapur,Eastern,5.33,6.17,2429,5.65,117.87,4.75,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-023,Limpatar,Udayapur,Eastern,5.54,6.41,2698,5.73,139.74,4.92,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-024,Mainamaini,Udayapur,Eastern,5.21,6.04,5163,6.20,84.86,4.42,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-025,Nametar,Udayapur,Eastern,5.26,6.10,2192,5.58,62.49,4.12,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-026,Okhale,Udayapur,Eastern,5.42,6.28,2722,5.74,124.35,4.80,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-027,Panchawati,Udayapur,Eastern,5.80,6.71,9282,6.62,112.39,4.70,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-028,Pokhari,Udayapur,Eastern,5.13,5.95,3208,5.85,117.53,4.75,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-029,Rauta,Udayapur,Eastern,5.21,6.03,7630,6.48,142.73,4.94,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-030,Risku,Udayapur,Eastern,5.68,6.58,7859,6.50,113.14,4.71,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-031,Rupatar,Udayapur,Eastern,5.37,6.22,3665,5.95,125.73,4.81,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-032,Saune,Udayapur,Eastern,5.17,5.99,2678,5.72,34.79,3.53,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-033,ShorungChabise,Udayapur,Eastern,5.62,6.51,3755,5.97,102.95,4.61,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-034,Sidhdipur,Udayapur,Eastern,5.16,5.98,3770,5.97,85.51,4.43,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-035,Sirise,Udayapur,Eastern,5.67,6.56,4409,6.08,98.27,4.57,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-036,Sundarpur,Udayapur,Eastern,5.85,6.77,5673,6.27,129.99,4.85,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-037,Tamlida,Udayapur,Eastern,5.22,6.04,2344,5.63,138.4,4.91,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-038,Tapeswori,Udayapur,Eastern,5.87,6.80,10152,6.69,150.82,4.99,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-039,Tawashree,Udayapur,Eastern,5.48,6.35,5750,6.28,138.45,4.91,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-040,Thanagaun,Udayapur,Eastern,5.47,6.34,2490,5.67,102.09,4.60,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-041,Thoksila,Udayapur,Eastern,5.81,6.73,21281,7.23,191.57,5.23,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-042,Tribeni,Udayapur,Eastern,6.40,7.41,8839,6.59,96.54,4.55,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-043,TriyugaN. P.,Udayapur,Eastern,5.92,6.85,70000,8.09,218.46,5.36,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-044,Valayadanda,Udayapur,Eastern,5.74,6.65,8860,6.59,106.04,4.64,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-14-045,Yayankhu,Udayapur,Eastern,5.66,6.55,2586,5.70,95.2,4.54,39.82,1.87,32.12,3.26,29.74,4.04,,,,,,,,,,,,,
E-SAG-15-001,Arnaha,Saptari,Eastern,5.91,6.84,5006,6.18,574.28,6.32,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-002,Aurahi,Saptari,Eastern,5.98,6.92,5300,6.22,581.76,6.34,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-003,Badagama,Saptari,Eastern,5.80,6.71,4643,6.12,960.55,6.84,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-004,Bairawa,Saptari,Eastern,5.91,6.84,4597,6.12,182.77,5.18,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-005,Bakdhuwa,Saptari,Eastern,5.74,6.65,8365,6.55,190.22,5.22,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-006,Bamangamakatti,Saptari,Eastern,5.84,6.77,8068,6.52,1036.05,6.91,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-007,Banainiya,Saptari,Eastern,5.98,6.92,4012,6.02,752.15,6.59,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-008,Banarjhula,Saptari,Eastern,6.01,6.96,4424,6.09,695.99,6.52,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-009,Banaula,Saptari,Eastern,5.90,6.84,3388,5.89,526.61,6.24,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-010,Banauli,Saptari,Eastern,5.91,6.85,5757,6.28,738.49,6.57,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-011,Baramajhiya,Saptari,Eastern,5.78,6.70,4680,6.13,986.61,6.86,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-012,Barsain(Ko.),Saptari,Eastern,5.89,6.82,5458,6.24,699.34,6.52,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-013,Basbalpur,Saptari,Eastern,5.92,6.85,3151,5.84,329.89,5.77,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-014,Basbiti,Saptari,Eastern,5.85,6.77,3666,5.95,892.63,6.76,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-015,Bathanaha,Saptari,Eastern,5.82,6.74,5011,6.18,1031.28,6.91,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-016,Belhi,Saptari,Eastern,6.08,7.04,4366,6.08,620.33,6.40,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-017,Belhichapena,Saptari,Eastern,5.91,6.84,5807,6.28,647.41,6.44,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-018,Bhagawatpur,Saptari,Eastern,5.81,6.73,5022,6.18,740.26,6.58,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-019,Bhangaha,Saptari,Eastern,5.82,6.74,6119,6.32,161.24,5.06,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-020,Bhardaha,Saptari,Eastern,5.88,6.81,7124,6.43,253.72,5.51,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-021,Bhutahi,Saptari,Eastern,5.99,6.94,4016,6.02,818.88,6.68,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-022,BirpurBarahi,Saptari,Eastern,5.87,6.80,6504,6.37,788.19,6.64,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-023,Bishahariya,Saptari,Eastern,5.89,6.82,7120,6.43,692.39,6.51,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-024,Bodebarsain,Saptari,Eastern,6.03,6.98,5633,6.26,1033.33,6.91,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-025,Boriya,Saptari,Eastern,5.87,6.79,4849,6.15,524.37,6.23,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-026,Brahmapur,Saptari,Eastern,5.93,6.86,4673,6.13,602.3,6.37,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-027,Chhinnamasta,Saptari,Eastern,5.94,6.88,10136,6.69,879.11,6.75,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-028,Dadha,Saptari,Eastern,5.81,6.73,6290,6.34,1274.34,7.12,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-029,Daulatpur,Saptari,Eastern,6.15,7.12,4775,6.14,368.53,5.88,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-030,Deuri,Saptari,Eastern,6.06,7.02,4738,6.14,723.98,6.55,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-031,Deurimaruwa,Saptari,Eastern,5.88,6.80,3331,5.88,714.71,6.54,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-032,Dhangadhi,Saptari,Eastern,6.04,6.99,5201,6.20,744.81,6.58,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-033,Dharampur,Saptari,Eastern,5.57,6.45,5545,6.25,1107.05,6.98,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-034,Dhodhanpur,Saptari,Eastern,5.67,6.56,5864,6.29,324.79,5.76,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-035,Didhawa,Saptari,Eastern,5.87,6.80,4249,6.06,546.12,6.27,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-036,Diman,Saptari,Eastern,5.77,6.68,4283,6.06,664.36,6.47,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-037,Fakira,Saptari,Eastern,5.97,6.91,5477,6.24,594.76,6.36,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-038,Farseth,Saptari,Eastern,5.86,6.78,3515,5.92,786.12,6.64,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-039,Fatepur,Saptari,Eastern,5.80,6.71,11303,6.77,381.51,5.92,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-040,Fulkahi,Saptari,Eastern,6.07,7.03,5074,6.19,618.52,6.40,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-041,Gamhariya Parwaha,Saptari,Eastern,5.96,6.90,6145,6.33,580.45,6.33,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-042,Gobargadha,Saptari,Eastern,5.89,6.82,1791,5.43,38.17,3.63,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-043,Goithi,Saptari,Eastern,5.74,6.65,3751,5.97,870.23,6.74,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-044,Hanumannagar,Saptari,Eastern,5.85,6.78,6275,6.34,1708.44,7.41,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-045,Hardiya,Saptari,Eastern,6.09,7.05,5286,6.22,379.53,5.91,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-046,Hariharpur,Saptari,Eastern,5.80,6.72,4632,6.12,532.12,6.25,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-047,Haripur,Saptari,Eastern,6.14,7.11,5406,6.23,475.26,6.14,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-048,Inarwa,Saptari,Eastern,5.87,6.79,3918,6.00,918.36,6.79,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-049,InarwaFulbariya,Saptari,Eastern,5.93,6.87,5403,6.23,716.33,6.54,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-050,ItahariBishnupur,Saptari,Eastern,5.87,6.80,6335,6.35,617.47,6.40,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-051,Jagatpur,Saptari,Eastern,5.74,6.65,4649,6.12,891.14,6.76,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-052,Jamunimadhepura,Saptari,Eastern,5.91,6.84,7766,6.50,720.76,6.55,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-053,Jandaul,Saptari,Eastern,5.66,6.55,4360,6.08,175.69,5.15,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-054,Jhutaki,Saptari,Eastern,5.97,6.91,4033,6.02,431.12,6.04,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-055,Joginiya-1,Saptari,Eastern,5.83,6.75,4442,6.09,1228.18,7.08,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-056,Joginiya-2,Saptari,Eastern,5.83,6.75,4489,6.10,464.89,6.11,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-057,Kabilash,Saptari,Eastern,5.94,6.88,3936,6.00,666.31,6.47,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-058,Kachan,Saptari,Eastern,6.06,7.02,4199,6.05,533.23,6.25,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-059,Kalyanpur,Saptari,Eastern,5.94,6.88,8724,6.58,455.96,6.09,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-060,Kamalpur,Saptari,Eastern,5.76,6.67,5334,6.22,214.36,5.34,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-061,Kanchanpur,Saptari,Eastern,5.71,6.62,7435,6.46,1474.17,7.26,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-062,Kataiya,Saptari,Eastern,5.91,6.85,4987,6.17,693.1,6.51,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-063,Khadgapur,Saptari,Eastern,6.02,6.97,4697,6.13,629.05,6.41,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-064,Khojpur,Saptari,Eastern,5.90,6.84,5063,6.19,223.76,5.39,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-065,Khokhsarparbaha,Saptari,Eastern,5.80,6.72,4576,6.11,156.26,5.03,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-066,Ko. Madhepura,Saptari,Eastern,5.87,6.80,4608,6.12,852.75,6.72,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-067,Kochabakhari,Saptari,Eastern,5.89,6.82,6241,6.34,690.72,6.51,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-068,Koiladi,Saptari,Eastern,5.88,6.80,4723,6.13,1224.53,7.08,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-069,Kushaha,Saptari,Eastern,6.15,7.12,6695,6.39,503.77,6.19,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-070,Lalapatti,Saptari,Eastern,5.89,6.82,5509,6.25,556.99,6.29,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-071,Launiya,Saptari,Eastern,5.87,6.80,3519,5.92,895.46,6.77,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-072,Lohajara,Saptari,Eastern,5.73,6.63,5570,6.25,453.44,6.09,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-073,Madhawapur,Saptari,Eastern,5.81,6.72,5730,6.27,699.71,6.52,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-074,Madhupatti,Saptari,Eastern,6.14,7.11,4786,6.14,320.08,5.74,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-075,Mahadeva,Saptari,Eastern,5.86,6.78,5807,6.28,589.16,6.35,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-076,Mainakaderi,Saptari,Eastern,5.77,6.68,3206,5.85,486.79,6.16,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-077,Mainasahasrabahu,Saptari,Eastern,5.94,6.88,4047,6.02,585.36,6.34,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-078,Malekpur,Saptari,Eastern,5.92,6.86,6601,6.38,652.67,6.45,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-079,Maleth,Saptari,Eastern,5.88,6.80,6696,6.39,802.11,6.66,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-080,Malhanama,Saptari,Eastern,6.12,7.08,4356,6.08,612.29,6.39,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-081,Malhaniya,Saptari,Eastern,6.11,7.08,7820,6.50,423.21,6.02,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-082,Manraja,Saptari,Eastern,6.00,6.95,4447,6.09,1142.29,7.01,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-083,Mauwaha,Saptari,Eastern,6.09,7.05,5079,6.19,1199.77,7.06,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-084,Mohanpur,Saptari,Eastern,5.82,6.74,5673,6.27,1303.98,7.14,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-085,Nardho,Saptari,Eastern,5.93,6.86,7235,6.44,701.51,6.52,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-086,Negada,Saptari,Eastern,5.92,6.86,4350,6.08,606.83,6.38,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-087,Odraha,Saptari,Eastern,5.82,6.74,4494,6.10,782.9,6.63,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-088,Pakari,Saptari,Eastern,5.85,6.78,6412,6.36,751.33,6.59,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-089,Pansera,Saptari,Eastern,5.95,6.89,4892,6.16,329.55,5.77,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-090,Paterwa,Saptari,Eastern,6.12,7.08,3889,5.99,637.22,6.43,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
E-SAG-15-091,Patto,Saptari,Eastern,5.99,6.94,5394,6.23,731.95,6.57,26.39,0.05,22.94,2.29,38.34,6.67,,,,,,,,,,,,,
