P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX,,,,,,,,,,,,,
C-JAN-21-018,Gelu,Ramechhap,Central,7.27,8.42,5652,6.26,215.93,5.35,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-019,Goswara,Ramechhap,Central,7.71,8.93,3632,5.94,98.91,4.57,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-020,Gothgau,Ramechhap,Central,6.55,7.58,2401,5.64,230.64,5.42,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-021,Gumdel,Ramechhap,Central,6.44,7.46,2466,5.66,7.4,1.99,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-022,GunsiBhadaure,Ramechhap,Central,7.81,9.05,4702,6.13,215.24,5.35,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-023,Guptesor,Ramechhap,Central,6.54,7.57,1769,5.42,72.81,4.27,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-024,Hiledevi,Ramechhap,Central,7.79,9.02,3031,5.81,207,5.31,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-025,Himganga,Ramechhap,Central,6.45,7.47,4248,6.06,121.53,4.78,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-026,Kathjor,Ramechhap,Central,6.95,8.05,4716,6.13,204.67,5.30,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-027,Khadadevi,Ramechhap,Central,7.82,9.05,3925,6.00,183.94,5.19,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-028,Khaniyapani,Ramechhap,Central,7.84,9.08,4065,6.03,193.83,5.24,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-029,Khimti,Ramechhap,Central,6.97,8.07,4278,6.06,194.81,5.25,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-030,Kubukasthali,Ramechhap,Central,6.32,7.32,2727,5.74,139.2,4.91,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-031,Lakhanpur,Ramechhap,Central,7.80,9.03,6209,6.33,234.35,5.43,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-032,Majuwa,Ramechhap,Central,7.93,9.19,2293,5.61,133.57,4.87,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-033,Makadum,Ramechhap,Central,7.85,9.09,1911,5.48,235.77,5.44,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-034,Maluwajor,Ramechhap,Central,7.45,8.63,3496,5.92,110.66,4.69,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-035,Manthali,Ramechhap,Central,7.12,8.25,7569,6.48,520.57,6.23,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-036,NagaDaha,Ramechhap,Central,6.72,7.78,3679,5.95,214.34,5.34,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-037,Namadi,Ramechhap,Central,6.79,7.87,3981,6.01,142.23,4.93,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-038,Okhreni,Ramechhap,Central,6.57,7.61,3503,5.92,136.38,4.89,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-039,Pakarbas,Ramechhap,Central,7.72,8.94,6392,6.35,205.24,5.30,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-040,Phulasi,Ramechhap,Central,7.48,8.66,5733,6.28,246.62,5.48,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-041,Pinkhuri,Ramechhap,Central,7.60,8.80,2078,5.54,214.56,5.34,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-042,Pritee,Ramechhap,Central,6.60,7.64,5093,6.19,140.68,4.92,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-043,Puranagau,Ramechhap,Central,7.44,8.62,3008,5.81,256.73,5.52,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-044,Rakathum,Ramechhap,Central,7.93,9.19,3434,5.90,167,5.09,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-045,Ramechhap,Ramechhap,Central,7.09,8.21,5222,6.21,135.65,4.89,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-046,Rampur,Ramechhap,Central,6.63,7.68,4101,6.03,108.33,4.66,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-047,Rasanalu,Ramechhap,Central,6.75,7.81,4424,6.09,137.19,4.90,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-048,Saipu,Ramechhap,Central,6.49,7.51,2876,5.78,173.73,5.13,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-049,Salupati,Ramechhap,Central,6.75,7.81,3612,5.94,181.9,5.18,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-050,Sanghutar,Ramechhap,Central,6.41,7.43,2342,5.63,258.83,5.53,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-051,Sukajor,Ramechhap,Central,6.82,7.90,3538,5.93,122.65,4.79,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-052,Sunarpani,Ramechhap,Central,6.85,7.94,2141,5.56,165.48,5.09,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-053,Those,Ramechhap,Central,6.64,7.68,2443,5.66,83.79,4.41,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-054,Tilpung,Ramechhap,Central,6.95,8.05,4195,6.05,331.09,5.78,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-21-055,Tokarpur,Ramechhap,Central,7.71,8.93,3517,5.92,164.65,5.08,97.78,9.75,44.66,4.57,36.35,6.06,,,,,,,,,,,,,
C-JAN-22-001,Alampu,Dolakha,Central,7.25,8.40,1803,5.44,26.96,3.28,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-002,Babare,Dolakha,Central,7.30,8.45,3533,5.92,211.93,5.33,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-003,Bhedapu,Dolakha,Central,7.52,8.70,3705,5.96,201.42,5.28,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-004,BhimesworN.P.,Dolakha,Central,7.57,8.77,22537,7.27,346.23,5.82,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-005,Bhirkot,Dolakha,Central,7.35,8.51,2562,5.69,244.52,5.47,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-006,Bhusedanda,Dolakha,Central,7.59,8.79,2091,5.54,86.52,4.44,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-007,Bigu,Dolakha,Central,7.38,8.54,1612,5.36,43.36,3.75,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-008,Bocha,Dolakha,Central,7.47,8.66,2799,5.76,156.08,5.03,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-009,Bulung,Dolakha,Central,7.16,8.29,2043,5.53,169.45,5.11,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-010,Chankhu,Dolakha,Central,6.91,8.00,1272,5.18,58.39,4.05,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-011,Chhetrapa,Dolakha,Central,7.39,8.55,2447,5.66,202.3,5.29,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-012,Chilankha,Dolakha,Central,7.36,8.53,2875,5.77,74.08,4.29,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-013,Chyama,Dolakha,Central,6.94,8.03,2733,5.74,330.73,5.77,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-014,Dandakharka,Dolakha,Central,7.69,8.91,4136,6.04,212.03,5.33,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-015,Dudhpokhari,Dolakha,Central,7.61,8.81,2450,5.66,114.07,4.72,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-016,Fasku,Dolakha,Central,7.59,8.79,4338,6.07,178.6,5.16,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-017,Gairimudi,Dolakha,Central,7.44,8.61,4278,6.06,211.26,5.33,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-018,GauriSankar,Dolakha,Central,7.06,8.18,975,4.99,3.01,1.10,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-019,GhangSukathokar,Dolakha,Central,7.58,8.78,4230,6.05,206.53,5.31,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-020,Hawa,Dolakha,Central,7.11,8.24,1721,5.40,90.34,4.48,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-021,Japhe,Dolakha,Central,7.22,8.36,3784,5.97,297.85,5.67,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-022,Jhule,Dolakha,Central,7.11,8.23,2241,5.59,239.56,5.45,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-023,Jhyaku,Dolakha,Central,7.14,8.27,4637,6.12,129.12,4.84,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-024,Jiri,Dolakha,Central,6.93,8.02,7373,6.46,150.91,4.99,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-025,Jugu,Dolakha,Central,7.28,8.44,3882,5.99,114.68,4.72,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-026,Kabhre,Dolakha,Central,7.21,8.35,4723,6.13,293.41,5.66,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-027,Kalingchok,Dolakha,Central,7.42,8.60,2806,5.76,73.48,4.28,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-028,Katakuti,Dolakha,Central,7.63,8.83,3738,5.97,171.55,5.12,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-029,Khare,Dolakha,Central,7.10,8.22,1833,5.45,17.55,2.85,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-030,Khopachagu,Dolakha,Central,7.32,8.48,2198,5.58,219.98,5.37,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-031,Laduk,Dolakha,Central,7.36,8.52,3663,5.95,136.27,4.89,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-032,LakuriDada,Dolakha,Central,7.61,8.81,3713,5.96,134.01,4.88,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-033,Lamabagar,Dolakha,Central,7.29,8.44,2098,5.55,5.16,1.63,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-034,Lamidada,Dolakha,Central,7.34,8.50,4232,6.06,307.64,5.70,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-035,Lapilang,Dolakha,Central,7.38,8.55,4942,6.17,148.29,4.98,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-036,MagaPauwa,Dolakha,Central,7.77,9.00,2950,5.79,188.2,5.21,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-037,Mali,Dolakha,Central,6.77,7.84,2749,5.74,104.63,4.63,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-038,Malu,Dolakha,Central,7.16,8.29,2482,5.67,281.74,5.62,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-039,Marbu,Dolakha,Central,6.77,7.84,1409,5.26,12.36,2.50,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-040,Melung,Dolakha,Central,7.42,8.59,3566,5.93,318.83,5.74,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-041,Mirge,Dolakha,Central,7.22,8.36,3482,5.91,313.67,5.72,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-042,Namdu,Dolakha,Central,7.49,8.68,4946,6.17,236.02,5.44,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-043,Orang,Dolakha,Central,7.13,8.26,2157,5.57,142.74,4.94,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-044,Pawati,Dolakha,Central,7.50,8.68,4573,6.11,269.69,5.57,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-045,Sahare,Dolakha,Central,7.12,8.25,3326,5.88,246.45,5.48,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-046,Sailungeswor,Dolakha,Central,7.61,8.81,4131,6.04,194.34,5.25,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-047,Sunakhani,Dolakha,Central,7.39,8.56,4675,6.13,257.58,5.53,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-048,Sundrawati,Dolakha,Central,7.42,8.59,2766,5.75,223.12,5.38,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-049,Suri,Dolakha,Central,7.04,8.15,3054,5.82,64.95,4.15,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-050,SusmaChhemawati,Dolakha,Central,7.41,8.59,3437,5.90,157.84,5.04,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-051,Syama,Dolakha,Central,6.67,7.72,1867,5.46,16.73,2.80,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-JAN-22-052,Thulopatal,Dolakha,Central,7.13,8.26,3526,5.92,143.72,4.95,97.23,9.68,52.46,5.39,35.70,5.86,,,,,,,,,,,,,
C-NAR-31-001,Agara,Makwanpur,Central,8.05,9.32,7836,6.50,190.83,5.23,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-002,Ambhanjyang,Makwanpur,Central,7.74,8.97,6906,6.41,171.81,5.12,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-003,Bajrabarahi,Makwanpur,Central,8.21,9.51,7675,6.49,428.34,6.03,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-004,Basamadi,Makwanpur,Central,7.54,8.74,17130,7.07,231.96,5.42,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-005,Betini,Makwanpur,Central,8.19,9.48,3351,5.89,52.34,3.94,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-006,Bhaise,Makwanpur,Central,8.14,9.42,6717,6.39,106.61,4.65,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-007,BhartaPundyadevi,Makwanpur,Central,8.16,9.46,4169,6.04,146.97,4.97,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-008,Bhimfedi,Makwanpur,Central,8.16,9.44,5440,6.24,123.4,4.79,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-009,Budhichaur,Makwanpur,Central,8.08,9.35,2085,5.54,76.44,4.32,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-010,Chitlang,Makwanpur,Central,8.19,9.48,5029,6.18,154.12,5.01,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-011,Churiyamai,Makwanpur,Central,7.15,8.28,14274,6.94,406.78,5.98,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-012,Daman,Makwanpur,Central,8.15,9.44,8439,6.56,181.26,5.18,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-013,Dandakharka,Makwanpur,Central,8.17,9.47,4021,6.02,111.78,4.70,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-014,Dhimal,Makwanpur,Central,7.33,8.49,5945,6.30,55.86,4.00,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-015,Fakhel,Makwanpur,Central,8.12,9.40,4524,6.10,129.92,4.84,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-016,Faparbari,Makwanpur,Central,8.08,9.35,16776,7.05,119,4.76,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-017,Gogane,Makwanpur,Central,8.15,9.43,5345,6.22,89.35,4.47,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-018,Handikhola,Makwanpur,Central,7.23,8.37,18415,7.12,173.28,5.13,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-019,Hatiya,Makwanpur,Central,7.43,8.61,13099,6.87,385.63,5.93,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-020,HetaudaN.P.,Makwanpur,Central,7.65,8.86,84671,8.23,1772.39,7.45,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-021,Hurnamadi,Makwanpur,Central,7.46,8.64,6615,6.38,198.31,5.27,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-022,IpaPanchakanya,Makwanpur,Central,8.16,9.45,2497,5.67,65.46,4.16,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-023,Kalikatar,Makwanpur,Central,8.14,9.43,4723,6.13,138.04,4.91,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-024,Kankada,Makwanpur,Central,8.14,9.43,7840,6.50,101.55,4.60,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-025,Khairang,Makwanpur,Central,8.19,9.49,3389,5.89,80.4,4.37,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-026,Kogate,Makwanpur,Central,8.18,9.48,1279,5.19,53.58,3.96,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-027,Kulekhani,Makwanpur,Central,8.16,9.46,2969,5.80,138.99,4.91,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-028,Makwanpurgadhi,Makwanpur,Central,7.67,8.89,12806,6.86,228.17,5.41,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-029,Manahari,Makwanpur,Central,7.75,8.97,19984,7.18,77.89,4.34,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-030,Manthali,Makwanpur,Central,8.16,9.46,2762,5.75,147.93,4.97,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-031,Markhu,Makwanpur,Central,8.27,9.57,3071,5.82,193.45,5.24,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-032,Namtar,Makwanpur,Central,8.15,9.44,8816,6.59,94.91,4.53,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-033,Nibuwatar,Makwanpur,Central,8.09,9.37,4259,6.06,144.84,4.95,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-034,PadamPokhari,Makwanpur,Central,7.29,8.45,17086,7.07,454.92,6.09,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-035,Palung,Makwanpur,Central,8.23,9.53,5603,6.26,275.17,5.59,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-036,Raigaun,Makwanpur,Central,7.64,8.84,10368,6.70,97.09,4.55,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-037,Raksirang,Makwanpur,Central,8.07,9.35,6572,6.37,134.51,4.88,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-038,SarikhetPalase,Makwanpur,Central,7.88,9.12,8391,6.55,143.46,4.94,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-039,Shikharpur,Makwanpur,Central,8.08,9.35,5896,6.30,146.9,4.97,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-040,ShreepurChhatiwan,Makwanpur,Central,7.64,8.84,20747,7.21,127.92,4.83,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-041,SisneriMahadevsthan,Makwanpur,Central,8.15,9.44,3245,5.86,128.35,4.83,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-042,Sukaura,Makwanpur,Central,7.91,9.17,3525,5.92,140.3,4.92,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-043,Thingan,Makwanpur,Central,8.06,9.34,4270,6.06,64.37,4.15,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-31-044,TistungDeurali,Makwanpur,Central,7.97,9.23,7041,6.42,216.07,5.35,74.71,6.62,33.16,3.36,28.44,3.64,,,,,,,,,,,,,
C-NAR-32-001,Ajagabi,Rautahat,Central,6.68,7.73,3785,5.97,1056.85,6.93,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-002,Akolawa,Rautahat,Central,6.57,7.61,7186,6.44,1137.81,7.00,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-003,Auraiya,Rautahat,Central,6.48,7.50,10832,6.74,1483.52,7.27,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-004,Badharwa,Rautahat,Central,6.62,7.66,4949,6.17,1596.36,7.34,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-005,Bagahi,Rautahat,Central,6.83,7.91,5837,6.29,1078.86,6.95,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-006,BahuwaMadanpur,Rautahat,Central,6.90,7.99,2414,5.65,485.89,6.16,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-007,Bairiya,Rautahat,Central,6.51,7.54,5098,6.19,1025.8,6.90,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-008,Banjaraha,Rautahat,Central,6.45,7.47,2998,5.81,987.75,6.86,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-009,Bariyarpur,Rautahat,Central,6.89,7.98,8305,6.54,644.83,6.44,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-010,Basantapatti,Rautahat,Central,6.61,7.66,7733,6.49,788.14,6.64,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-011,Basatpur,Rautahat,Central,6.63,7.68,5453,6.24,815.27,6.67,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-012,BasbitiJingadiya,Rautahat,Central,6.89,7.98,6388,6.35,986.22,6.86,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-013,Bhalohiya(Pipra),Rautahat,Central,6.70,7.76,4877,6.16,1149.56,7.02,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-014,Bhediyahi,Rautahat,Central,6.68,7.73,3436,5.90,1384.03,7.20,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-015,Birtiprastoka,Rautahat,Central,6.84,7.92,4173,6.04,777.67,6.63,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-016,Bishrampur,Rautahat,Central,7.22,8.36,11948,6.81,216.42,5.35,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-017,BisunpurwaManpur,Rautahat,Central,6.80,7.88,4013,6.02,717.07,6.55,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-018,Brahmapuri,Rautahat,Central,6.56,7.60,4153,6.04,1106.11,6.98,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-019,Chandranigahapur,Rautahat,Central,7.20,8.34,26163,7.38,207.95,5.31,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-020,Debahi,Rautahat,Central,6.74,7.81,6926,6.41,1461.96,7.25,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-021,Dharmapur,Rautahat,Central,6.85,7.94,9067,6.61,1316.84,7.15,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-022,Dharhari,Rautahat,Central,6.79,7.87,2843,5.77,832.97,6.69,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-023,Dipahi,Rautahat,Central,6.77,7.84,3896,6.00,1167.22,7.03,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-024,Dumariya(Matiauna),Rautahat,Central,7.09,8.21,15448,6.99,632.83,6.42,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
C-NAR-32-025,Dumriya(Paroha),Rautahat,Central,6.52,7.55,4340,6.07,897.01,6.77,29.65,0.49,79.99,8.27,46.43,9.14,,,,,,,,,,,,,
